time,temperature_2m (°C),relative_humidity_2m (%),precipitation_probability (%),precipitation (mm),rain (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),visibility (m),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_80m (km/h),wind_direction_10m (°),wind_direction_80m (°),temperature_80m (°C),temperature_120m (°C)
2024-08-17T00:00,15.2,90,,1.3,0.1,1015.3,784.3,100,8720.0,0.17,7.3,7.9,20,30,14.2,14.0
2024-08-17T01:00,14.9,91,,1.6,1.5,1014.9,783.8,100,11920.0,0.15,6.8,7.6,3,3,13.9,13.7
2024-08-17T02:00,14.8,92,,1.9,1.7,1014.7,783.6,100,10580.0,0.13,5.6,6.6,320,315,13.8,13.6
2024-08-17T03:00,14.9,91,,0.8,0.7,1014.3,783.4,100,24140.0,0.15,3.9,5.2,304,295,13.9,13.7
2024-08-17T04:00,14.9,90,,0.1,0.0,1014.3,783.4,100,24140.0,0.17,4.2,3.9,59,56,14.0,13.8
2024-08-17T05:00,14.8,90,,0.1,0.0,1014.5,783.4,93,24140.0,0.17,4.0,4.0,63,63,14.1,13.8
2024-08-17T06:00,14.8,89,,0.0,0.0,1014.6,783.5,100,24140.0,0.19,3.3,3.4,49,58,14.1,13.9
2024-08-17T07:00,15.0,88,,0.0,0.0,1015.0,784.0,100,24140.0,0.21,2.5,2.9,360,360,14.2,14.0
2024-08-17T08:00,15.5,85,,0.0,0.0,1014.8,784.2,100,24140.0,0.26,3.3,4.1,347,345,14.5,14.4
2024-08-17T09:00,16.9,78,,0.0,0.0,1014.0,784.5,100,24140.0,0.42,3.6,4.0,354,350,15.5,15.2
2024-08-17T10:00,19.0,67,,0.0,0.0,1012.8,785.0,100,24140.0,0.73,4.3,4.7,5,4,16.7,16.5
2024-08-17T11:00,21.2,58,,0.0,0.0,1011.2,785.2,80,24140.0,1.06,4.3,4.7,5,4,18.1,17.9
2024-08-17T12:00,22.6,50,,0.0,0.0,1009.5,784.8,100,24020.0,1.37,8.6,10.1,358,358,19.8,19.6
2024-08-17T13:00,24.2,44,,0.0,0.0,1007.8,784.5,75,23980.0,1.69,8.4,9.4,353,358,21.2,21.0
2024-08-17T14:00,25.6,40,,0.0,0.0,1006.4,784.3,20,23980.0,1.97,6.1,6.5,357,6,22.3,22.1
2024-08-17T15:00,23.7,45,,0.1,0.0,1005.7,782.6,100,24140.0,1.61,8.9,9.8,32,28,22.3,22.1
2024-08-17T16:00,21.2,55,,0.1,0.1,1006.5,781.5,100,24040.0,1.13,11.2,16.3,4,352,20.3,20.1
2024-08-17T17:00,21.0,56,,0.0,0.0,1006.5,781.4,100,21180.0,1.1,9.2,12.1,321,330,19.9,19.7
2024-08-17T18:00,19.7,68,,1.1,0.0,1008.2,781.9,85,8500.0,0.74,4.7,6.3,23,24,18.9,18.7
2024-08-17T19:00,18.5,76,,1.1,0.0,1009.6,782.2,100,8560.0,0.51,2.3,3.4,231,212,17.9,17.7
2024-08-17T20:00,18.1,77,,1.2,0.0,1011.3,783.2,100,10180.0,0.48,3.3,5.2,257,245,17.4,17.2
2024-08-17T21:00,17.6,79,,0.3,0.0,1012.6,783.9,100,23420.0,0.42,5.2,5.0,295,291,16.7,16.6
2024-08-17T22:00,16.9,83,,0.7,0.3,1013.9,784.4,100,23300.0,0.33,6.9,7.1,332,330,16.0,15.9
2024-08-17T23:00,16.2,85,,1.5,0.1,1014.6,784.5,100,15820.0,0.28,5.4,7.2,352,6,15.5,15.4
2024-08-18T00:00,15.7,87,,1.0,0.1,1014.7,784.2,100,23320.0,0.23,8.6,10.0,327,330,14.9,14.7
2024-08-18T01:00,15.7,86,,0.5,0.0,1014.2,783.8,100,22480.0,0.25,8.7,10.9,330,333,14.9,14.8
2024-08-18T02:00,15.6,86,,0.5,0.0,1013.9,783.5,100,12780.0,0.25,8.6,11.6,338,338,14.8,14.6
2024-08-18T03:00,15.4,87,,0.3,0.0,1013.5,783.1,100,23540.0,0.23,7.6,11.3,352,351,14.7,14.5
2024-08-18T04:00,15.3,87,,0.3,0.0,1013.4,782.9,99,23560.0,0.23,6.5,9.4,360,356,14.6,14.5
2024-08-18T05:00,15.2,87,,0.2,0.0,1013.7,783.1,100,23740.0,0.23,7.0,10.6,21,18,14.5,14.4
2024-08-18T06:00,15.2,85,,0.1,0.0,1014.2,783.5,100,24140.0,0.26,5.6,8.1,15,13,14.6,14.4
2024-08-18T07:00,15.4,84,,0.0,0.0,1014.6,783.9,100,24140.0,0.28,4.3,5.8,360,4,14.6,14.4
2024-08-18T08:00,16.3,78,,0.0,0.0,1014.4,784.4,100,24140.0,0.41,5.0,6.1,360,357,15.1,14.9
2024-08-18T09:00,17.7,69,,0.0,0.0,1013.8,784.9,100,24140.0,0.63,6.2,6.8,339,342,16.0,15.8
2024-08-18T10:00,19.7,58,,0.0,0.0,1012.6,785.3,5,24140.0,0.97,6.6,7.3,351,349,17.3,17.0
2024-08-18T11:00,21.6,49,,0.0,0.0,1011.2,785.5,0,24140.0,1.32,6.9,8.0,9,5,18.6,18.4
2024-08-18T12:00,23.0,39,6.0,0.0,0.0,1009.8,785.3,5,24140.0,1.72,7.3,8.3,9,2,19.7,19.5
2024-08-18T13:00,23.9,34,10.0,0.0,0.0,1008.1,784.5,10,24140.0,1.96,9.7,11.9,2,358,20.9,20.6
2024-08-18T14:00,24.7,33,17.0,0.0,0.0,1006.6,783.9,11,24140.0,2.09,9.4,11.5,2,358,21.8,21.6
2024-08-18T15:00,25.4,32,29.0,0.0,0.0,1005.6,783.6,6,24140.0,2.21,7.6,9.4,355,356,22.6,22.4
2024-08-18T16:00,25.7,32,52.0,0.0,0.0,1004.8,783.1,35,24140.0,2.25,5.7,6.8,35,32,23.2,23.0
2024-08-18T17:00,23.6,39,80.0,0.0,0.0,1005.0,781.9,100,24140.0,1.78,9.6,11.9,56,61,22.4,22.2
2024-08-18T18:00,22.4,48,100.0,0.0,0.0,1006.3,782.2,100,22480.0,1.41,13.2,17.5,29,32,21.2,21.0
2024-08-18T19:00,20.6,56,100.0,0.0,0.0,1008.6,782.8,62,24140.0,1.07,16.3,22.1,22,28,19.8,19.6
2024-08-18T20:00,19.3,64,100.0,0.3,0.0,1010.4,783.3,100,11040.0,0.81,13.3,17.9,13,25,18.4,18.3
2024-08-18T21:00,17.4,79,100.0,1.0,0.0,1012.2,783.4,100,10020.0,0.42,13.2,18.4,11,23,16.8,16.7
2024-08-18T22:00,16.3,84,100.0,0.6,0.0,1013.8,783.9,100,23580.0,0.3,12.6,18.0,5,16,15.6,15.5
2024-08-18T23:00,16.0,85,99.0,0.5,0.0,1014.3,784.1,100,23440.0,0.27,11.0,14.0,349,359,15.2,15.1
2024-08-19T00:00,15.8,86,90.0,0.3,0.0,1014.0,783.7,100,23560.0,0.25,9.1,12.0,342,351,15.1,14.9
2024-08-19T01:00,15.9,83,64.0,0.4,0.0,1013.8,783.7,100,23600.0,0.31,6.8,9.1,342,353,15.1,15.0
2024-08-19T02:00,15.8,82,29.0,0.0,0.0,1013.5,783.4,100,24080.0,0.32,7.3,8.8,340,351,15.0,14.8
2024-08-19T03:00,15.6,82,3.0,0.0,0.0,1013.2,783.0,100,24140.0,0.32,8.4,10.1,350,356,14.7,14.5
2024-08-19T04:00,15.3,83,0.0,0.0,0.0,1013.5,783.0,100,23740.0,0.3,8.7,10.4,353,358,14.4,14.2
2024-08-19T05:00,14.9,84,0.0,0.0,0.0,1014.2,783.3,100,24140.0,0.27,7.2,9.4,354,360,14.1,13.9
2024-08-19T06:00,14.6,84,0.0,0.0,0.0,1014.9,783.6,53,24140.0,0.27,7.2,9.1,6,9,13.8,13.6
2024-08-19T07:00,14.5,82,0.0,0.0,0.0,1015.4,783.9,82,24140.0,0.3,7.8,9.7,13,15,13.5,13.4
2024-08-19T08:00,15.5,75,0.0,0.0,0.0,1015.2,784.5,58,24140.0,0.44,7.4,8.9,14,14,14.1,13.9
2024-08-19T09:00,17.3,65,0.0,0.0,0.0,1014.4,785.1,34,24140.0,0.69,7.2,7.9,3,360,15.4,15.1
2024-08-19T10:00,19.5,55,0.0,0.0,0.0,1013.3,785.7,16,24140.0,1.02,6.9,7.9,6,3,16.8,16.6
2024-08-19T11:00,21.4,46,0.0,0.0,0.0,1011.8,785.8,11,24140.0,1.38,7.5,8.5,17,12,18.3,18.1
2024-08-19T12:00,22.8,39,0.0,0.0,0.0,1010.2,785.5,11,24140.0,1.7,8.6,9.8,15,8,19.6,19.4
2024-08-19T13:00,24.1,35,1.0,0.0,0.0,1008.7,785.1,7,24140.0,1.95,8.7,11.5,7,4,20.9,20.6
2024-08-19T14:00,25.1,33,2.0,0.0,0.0,1007.0,784.5,10,24140.0,2.14,10.1,14.2,6,7,22.1,21.9
2024-08-19T15:00,25.7,31,10.0,0.0,0.0,1005.7,783.8,46,24140.0,2.28,12.9,18.3,18,20,23.2,23.0
2024-08-19T16:00,24.6,33,31.0,0.0,0.0,1005.6,783.1,100,24140.0,2.08,18.9,27.1,40,40,23.2,23.0
2024-08-19T17:00,23.0,40,58.0,0.0,0.0,1006.6,782.8,100,24140.0,1.69,25.2,35.6,53,52,21.5,21.2
2024-08-19T18:00,21.8,47,74.0,0.0,0.0,1007.9,783.0,89,24140.0,1.39,21.3,31.0,60,59,20.4,20.2
2024-08-19T19:00,20.8,51,68.0,0.0,0.0,1009.7,783.8,100,24140.0,1.21,14.8,21.2,34,40,19.8,19.6
2024-08-19T20:00,20.2,55,52.0,0.0,0.0,1011.3,784.6,100,24140.0,1.07,15.7,21.1,20,30,19.1,18.9
2024-08-19T21:00,19.3,59,35.0,0.0,0.0,1012.8,785.2,100,24140.0,0.92,15.5,19.6,18,26,18.0,17.9
2024-08-19T22:00,18.0,66,22.0,0.1,0.0,1014.2,785.4,61,24140.0,0.7,13.3,16.3,13,22,17.0,16.8
2024-08-19T23:00,17.3,69,9.0,0.0,0.0,1014.9,785.5,96,24140.0,0.61,10.9,13.3,8,13,16.3,16.1
2024-08-20T00:00,16.7,71,0.0,0.0,0.0,1015.3,785.4,100,24140.0,0.55,9.7,11.9,2,5,15.7,15.6
2024-08-20T01:00,16.3,73,0.0,0.0,0.0,1015.3,785.1,100,24140.0,0.5,9.4,11.5,358,360,15.4,15.2
2024-08-20T02:00,16.3,73,0.0,0.0,0.0,1015.2,785.0,100,24140.0,0.5,8.7,10.8,353,356,15.2,15.0
2024-08-20T03:00,15.7,75,0.0,0.0,0.0,1020.5,788.7,87,24140.0,0.45,5.0,8.9,330,333,15.0,14.6
2024-08-20T04:00,15.5,77,0.0,0.0,0.0,1020.6,788.6,87,24140.0,0.41,3.9,7.3,326,327,14.8,14.3
2024-08-20T05:00,15.2,78,0.0,0.0,0.0,1020.5,788.3,75,24140.0,0.38,3.6,6.7,315,324,14.5,14.1
2024-08-20T06:00,15.4,78,0.0,0.0,0.0,1020.8,788.7,61,24140.0,0.39,3.6,7.5,307,325,14.9,14.4
2024-08-20T07:00,15.2,79,0.0,0.0,0.0,1021.4,789.1,60,24140.0,0.36,3.4,6.6,288,311,14.6,14.2
2024-08-20T08:00,15.9,75,0.0,0.0,0.0,1022.0,790.0,65,24140.0,0.45,4.6,6.1,321,320,14.8,14.3
2024-08-20T09:00,17.2,69,0.0,0.0,0.0,1022.2,791.0,45,24140.0,0.61,4.8,6.1,333,332,15.5,14.9
2024-08-20T10:00,18.6,62,0.0,0.0,0.0,1021.5,791.5,40,24140.0,0.82,5.2,6.4,344,344,16.5,16.0
2024-08-20T11:00,20.1,55,0.0,0.0,0.0,1020.4,791.6,42,24140.0,1.06,6.2,7.2,7,6,17.7,17.1
2024-08-20T12:00,21.9,46,0.0,0.0,0.0,1020.0,792.5,24,24140.0,1.42,7.9,9.8,24,24,19.3,18.7
2024-08-20T13:00,23.4,41,0.0,0.0,0.0,1018.3,792.1,8,24140.0,1.7,6.7,8.3,16,18,20.7,20.1
2024-08-20T14:00,24.6,37,0.0,0.0,0.0,1016.6,791.6,0,24140.0,1.95,4.2,4.9,340,343,22.0,21.5
2024-08-20T15:00,25.5,32,0.0,0.0,0.0,1014.3,790.4,78,24140.0,2.22,7.0,9.1,35,34,23.4,22.9
2024-08-20T16:00,25.8,30,3.0,0.0,0.0,1012.9,789.5,100,24140.0,2.33,11.7,18.1,47,47,24.1,23.5
2024-08-20T17:00,25.1,31,0.0,0.0,0.0,1012.6,788.8,100,24140.0,2.2,13.0,21.9,39,41,23.8,23.3
2024-08-20T18:00,23.6,36,10.0,0.0,0.0,1013.8,788.8,59,24140.0,1.87,13.5,24.8,16,19,22.8,22.3
2024-08-20T19:00,22.0,42,5.0,0.0,0.0,1015.9,789.4,80,24140.0,1.53,12.3,24.4,15,19,21.6,21.1
2024-08-20T20:00,19.6,57,3.0,0.0,0.0,1018.2,789.6,63,24140.0,0.98,13.0,24.9,6,11,19.0,18.5
2024-08-20T21:00,18.2,65,5.0,0.0,0.0,1020.3,790.2,76,24140.0,0.73,9.4,18.0,342,348,17.5,17.0
2024-08-20T22:00,17.3,70,5.0,0.0,0.0,1021.5,790.6,71,24140.0,0.59,8.2,14.7,319,324,16.6,16.1
2024-08-20T23:00,16.8,74,5.0,0.0,0.0,1022.0,790.6,68,24140.0,0.5,7.6,13.8,315,319,16.1,15.6
2024-08-21T00:00,16.3,76,0.0,0.0,0.0,1022.5,790.6,49,24140.0,0.45,6.6,12.6,319,323,15.7,15.2
2024-08-21T01:00,15.8,75,0.0,0.0,0.0,1022.4,790.3,77,24140.0,0.45,6.0,11.6,327,330,15.3,14.8
2024-08-21T02:00,15.5,77,0.0,0.0,0.0,1022.5,790.1,57,24140.0,0.41,4.1,8.3,322,326,15.0,14.5
2024-08-21T03:00,15.1,79,0.0,0.0,0.0,1021.8,789.3,60,24140.0,0.36,3.3,6.9,311,321,14.6,14.2
2024-08-21T04:00,14.6,82,0.0,0.0,0.0,1021.4,788.7,60,24140.0,0.3,3.1,6.7,315,324,14.3,13.8
2024-08-21T05:00,14.3,83,0.0,0.0,0.0,1021.2,788.3,55,24140.0,0.28,2.4,5.9,297,317,13.9,13.4
2024-08-21T06:00,14.1,83,0.0,0.0,0.0,1021.9,788.7,19,24140.0,0.27,3.2,6.0,270,303,13.9,13.5
2024-08-21T07:00,13.8,85,0.0,0.0,0.0,1022.6,789.0,14,24140.0,0.24,3.9,7.0,248,282,13.7,13.4
2024-08-21T08:00,15.0,77,0.0,0.0,0.0,1023.1,790.2,49,24140.0,0.39,3.7,4.8,299,297,13.9,13.5
2024-08-21T09:00,16.2,70,0.0,0.0,0.0,1022.6,790.7,49,24140.0,0.55,4.0,5.0,333,330,14.6,14.0
2024-08-21T10:00,17.7,62,0.0,0.0,0.0,1022.3,791.5,47,24140.0,0.77,4.3,5.4,355,352,15.7,15.1
2024-08-21T11:00,19.5,55,0.0,0.0,0.0,1021.6,792.1,36,24140.0,1.02,5.1,5.8,4,4,17.0,16.4
2024-08-21T12:00,21.3,46,0.0,0.0,0.0,1021.1,793.0,78,24140.0,1.37,8.2,9.8,23,24,18.7,18.1
2024-08-21T13:00,22.5,43,0.0,0.0,0.0,1019.3,792.4,16,24140.0,1.56,8.7,10.5,7,6,19.9,19.3
2024-08-21T14:00,23.6,40,0.0,0.0,0.0,1017.2,791.5,46,24140.0,1.75,8.3,10.1,360,358,21.1,20.6
2024-08-21T15:00,24.7,35,0.0,0.0,0.0,1014.9,790.3,28,24140.0,2.02,8.1,10.3,13,12,22.4,21.9
2024-08-21T16:00,25.3,31,3.0,0.0,0.0,1012.9,789.2,79,24140.0,2.23,11.3,16.3,22,25,23.5,23.0
2024-08-21T17:00,23.7,37,3.0,0.0,0.0,1013.5,788.6,57,24140.0,1.85,16.9,27.4,344,346,22.4,21.9
2024-08-21T18:00,21.5,48,15.0,0.0,0.0,1015.2,788.5,75,24140.0,1.34,18.0,31.2,340,343,20.5,20.0
2024-08-21T19:00,19.2,64,63.0,0.5,0.0,1017.7,788.9,95,24140.0,0.8,13.6,23.9,349,355,18.4,17.9
2024-08-21T20:00,18.5,66,50.0,0.8,0.0,1018.7,789.2,96,24140.0,0.73,10.9,19.8,354,1,17.9,17.4
2024-08-21T21:00,17.2,71,28.0,0.3,0.0,1020.5,789.7,100,24140.0,0.57,10.5,18.8,352,357,16.4,16.0
2024-08-21T22:00,16.7,73,8.0,0.4,0.0,1021.5,790.1,100,24140.0,0.51,8.0,14.2,333,339,16.0,15.5
2024-08-21T23:00,16.2,75,5.0,0.1,0.0,1022.0,790.2,100,24140.0,0.46,6.6,11.6,315,324,15.6,15.1
2024-08-22T00:00,16.1,75,0.0,0.0,0.0,1021.6,789.8,88,24140.0,0.46,8.6,15.1,327,332,15.5,15.0
2024-08-22T01:00,15.6,76,0.0,0.0,0.0,1021.4,789.3,91,24140.0,0.43,7.6,14.2,329,333,15.0,14.6
2024-08-22T02:00,15.3,76,0.0,0.0,0.0,1021.0,788.8,90,24140.0,0.42,6.0,10.8,327,330,14.7,14.3
2024-08-22T03:00,14.9,77,0.0,0.0,0.0,1020.6,788.2,69,24140.0,0.39,4.6,8.6,321,327,14.4,13.9
2024-08-22T04:00,14.5,80,0.0,0.0,0.0,1020.0,787.5,59,24140.0,0.33,3.3,7.1,319,330,14.1,13.6
2024-08-22T05:00,14.2,81,0.0,0.0,0.0,1020.0,787.3,40,24140.0,0.31,2.3,5.4,309,323,13.9,13.4
2024-08-22T06:00,13.9,81,0.0,0.0,0.0,1020.4,787.4,40,24140.0,0.3,2.3,4.4,288,325,13.7,13.2
2024-08-22T07:00,13.7,83,0.0,0.0,0.0,1020.9,787.6,60,24140.0,0.27,2.2,4.1,270,315,13.5,13.0
2024-08-22T08:00,14.7,78,0.0,0.0,0.0,1021.6,788.8,99,24140.0,0.37,3.1,3.6,315,315,13.6,13.1
2024-08-22T09:00,16.0,69,0.0,0.0,0.0,1021.5,789.7,99,24140.0,0.56,4.1,4.8,345,347,14.3,13.8
2024-08-22T10:00,17.5,62,0.0,0.0,0.0,1021.2,790.5,87,24140.0,0.76,4.3,5.0,360,360,15.4,14.9
2024-08-22T11:00,19.1,56,0.0,0.0,0.0,1020.6,791.1,90,24140.0,0.97,4.7,5.4,9,8,16.7,16.1
2024-08-22T12:00,20.9,47,0.0,0.0,0.0,1019.6,791.5,84,24140.0,1.31,6.6,7.7,29,28,18.4,17.9
2024-08-22T13:00,22.3,43,0.0,0.0,0.0,1018.3,791.5,88,24140.0,1.54,7.0,8.4,21,20,19.7,19.2
2024-08-22T14:00,23.3,40,0.0,0.0,0.0,1016.5,790.7,78,24140.0,1.72,8.7,10.5,7,6,20.9,20.3
2024-08-22T15:00,24.0,37,5.0,0.0,0.0,1014.7,789.7,100,24140.0,1.88,8.4,10.7,20,20,21.9,21.3
2024-08-22T16:00,24.2,35,3.0,0.0,0.0,1013.2,788.7,100,24140.0,1.96,8.2,11.3,15,17,22.5,22.0
2024-08-22T17:00,24.1,34,0.0,0.0,0.0,1012.4,788.0,100,24140.0,1.98,6.6,9.5,29,29,23.0,22.5
2024-08-22T18:00,22.2,43,13.0,0.0,0.0,1013.7,787.8,100,23900.0,1.53,7.7,13.9,11,17,21.6,21.1
2024-08-22T19:00,20.7,52,8.0,0.0,0.0,1015.2,788.0,100,15980.0,1.18,8.3,17.0,2,13,20.4,20.0
2024-08-22T20:00,18.8,64,13.0,0.0,0.0,1017.6,788.5,100,24020.0,0.78,12.7,22.7,352,358,18.1,17.7
2024-08-22T21:00,17.7,70,10.0,0.0,0.0,1019.4,789.2,100,24140.0,0.61,11.2,19.8,339,344,17.1,16.6
2024-08-22T22:00,16.9,74,8.0,0.0,0.0,1021.0,789.9,100,24140.0,0.5,10.3,17.9,331,335,16.2,15.8
2024-08-22T23:00,16.4,75,3.0,0.0,0.0,1021.4,789.9,100,24140.0,0.47,8.4,15.0,320,325,15.7,15.2
2024-08-23T00:00,16.1,75,3.0,0.0,0.0,1021.3,789.6,100,24140.0,0.46,7.3,13.2,327,331,15.5,15.0
2024-08-23T01:00,15.7,76,5.0,0.0,0.0,1021.1,789.2,100,24140.0,0.43,6.8,11.9,335,335,15.0,14.5
2024-08-23T02:00,15.5,76,3.0,0.0,0.0,1020.9,788.9,100,24140.0,0.42,5.8,10.0,338,339,14.7,14.2
2024-08-23T03:00,15.2,76,0.0,0.0,0.0,1020.6,788.5,100,24140.0,0.42,4.7,8.1,337,339,14.5,14.0
2024-08-23T04:00,15.0,76,0.0,0.0,0.0,1020.2,788.0,100,24140.0,0.41,3.9,6.5,326,326,14.3,13.8
2024-08-23T05:00,14.8,77,0.0,0.0,0.0,1020.3,787.9,100,24140.0,0.39,3.3,5.4,319,323,14.1,13.6
2024-08-23T06:00,14.8,76,0.0,0.0,0.0,1020.8,788.3,100,24140.0,0.4,2.8,5.1,310,315,14.1,13.6
2024-08-23T07:00,14.7,77,0.0,0.0,0.0,1021.2,788.5,96,24140.0,0.39,2.0,3.6,315,323,14.0,13.5
2024-08-23T08:00,15.2,75,0.0,0.0,0.0,1021.8,789.4,64,24140.0,0.43,2.3,2.6,342,344,14.1,13.6
2024-08-23T09:00,16.6,66,0.0,0.0,0.0,1021.5,790.1,75,24140.0,0.64,1.0,1.0,45,45,15.1,14.5
2024-08-23T10:00,18.2,59,0.0,0.0,0.0,1020.8,790.7,91,24140.0,0.86,2.5,2.9,90,97,16.4,15.8
2024-08-23T11:00,19.8,55,0.0,0.0,0.0,1020.1,791.2,100,24140.0,1.04,3.8,4.1,73,75,17.6,17.1
2024-08-23T12:00,22.0,48,0.0,0.0,0.0,1019.1,791.8,87,21220.0,1.38,5.6,6.4,50,52,19.6,19.1
2024-08-23T13:00,22.6,45,0.0,0.0,0.0,1017.6,791.1,93,20520.0,1.51,6.9,8.2,43,41,20.5,19.9
2024-08-23T14:00,22.8,48,0.0,0.2,0.0,1016.7,790.5,100,20500.0,1.45,6.9,8.2,62,61,20.5,19.9
2024-08-23T15:00,23.2,46,15.0,0.0,0.0,1015.4,789.8,100,23980.0,1.54,3.7,4.2,61,59,21.1,20.6
2024-08-23T16:00,23.2,46,40.0,0.0,0.0,1014.5,789.1,100,7800.0,1.54,3.8,4.2,73,70,21.5,21.0
2024-08-23T17:00,21.0,59,55.0,0.8,0.0,1015.8,788.6,100,6160.0,1.02,10.2,14.0,18,18,19.6,19.1
2024-08-23T18:00,19.5,69,80.0,2.3,0.0,1017.0,788.6,100,5060.0,0.71,6.3,8.8,347,351,18.5,18.0
2024-08-23T19:00,18.9,75,93.0,2.0,0.0,1017.7,788.7,100,7420.0,0.55,5.6,8.8,320,325,18.1,17.6
2024-08-23T20:00,18.1,79,95.0,3.8,0.0,1018.7,789.0,100,16700.0,0.44,6.4,10.7,313,318,17.5,17.0
2024-08-23T21:00,17.5,82,83.0,2.5,0.0,1020.2,789.7,100,23520.0,0.36,5.1,9.7,309,315,16.8,16.4
2024-08-23T22:00,17.2,81,90.0,0.3,0.0,1021.0,790.1,100,23660.0,0.37,5.9,11.0,322,328,16.6,16.1
2024-08-23T23:00,16.8,81,85.0,0.0,0.0,1021.6,790.3,100,23620.0,0.36,5.7,10.8,325,330,16.2,15.7
2024-08-24T00:00,16.4,82,78.0,0.1,0.0,1021.6,790.1,89,24140.0,0.34,3.8,6.9,311,317,15.8,15.4
2024-08-24T01:00,16.0,84,63.0,0.2,0.0,1021.8,789.9,88,24140.0,0.29,3.6,6.0,323,327,15.3,14.8
2024-08-24T02:00,15.9,84,40.0,0.1,0.0,1021.7,789.8,86,24140.0,0.29,3.9,6.3,326,329,15.1,14.7
2024-08-24T03:00,15.5,85,25.0,0.1,0.0,1021.1,789.0,100,24140.0,0.27,3.8,5.7,343,342,14.8,14.3
2024-08-24T04:00,15.4,86,8.0,0.0,0.0,1021.0,788.9,100,24140.0,0.25,2.6,4.3,326,336,14.6,14.2
2024-08-24T05:00,15.2,87,3.0,0.0,0.0,1020.7,788.5,95,24140.0,0.23,2.9,4.3,300,312,14.5,14.0
2024-08-24T06:00,14.6,89,0.0,0.0,0.0,1021.4,788.7,99,24140.0,0.18,2.2,3.4,270,302,14.0,13.6
2024-08-24T07:00,14.6,90,0.0,0.0,0.0,1021.7,788.9,95,24140.0,0.17,3.0,4.3,256,275,14.0,13.6
2024-08-24T08:00,15.3,85,0.0,0.0,0.0,1022.2,789.8,67,24140.0,0.26,2.1,2.4,301,297,14.3,13.8
2024-08-24T09:00,16.5,78,0.0,0.0,0.0,1022.2,790.6,62,24140.0,0.41,1.8,2.2,11,9,15.1,14.6
2024-08-24T10:00,18.3,68,0.0,0.0,0.0,1021.6,791.3,57,24140.0,0.67,3.3,3.8,41,41,16.4,15.9
2024-08-24T11:00,20.2,58,0.0,0.0,0.0,1020.4,791.7,99,24140.0,0.99,4.4,4.9,35,36,17.9,17.3
2024-08-24T12:00,21.8,49,0.0,0.0,0.0,1019.8,792.3,85,24140.0,1.34,6.1,7.1,40,41,19.3,18.8
2024-08-24T13:00,23.2,44,0.0,0.0,0.0,1018.3,792.0,23,24140.0,1.6,7.4,8.7,39,38,20.6,20.0
2024-08-24T14:00,23.9,39,0.0,0.0,0.0,1016.6,791.2,10,24140.0,1.82,9.0,10.5,37,38,21.5,20.9
2024-08-24T15:00,24.4,38,0.0,0.0,0.0,1015.2,790.4,70,24140.0,1.9,10.4,13.0,34,34,22.2,21.6
2024-08-24T16:00,24.5,38,0.0,0.0,0.0,1013.9,789.4,51,24140.0,1.91,11.5,15.6,41,40,22.7,22.1
2024-08-24T17:00,24.5,36,0.0,0.0,0.0,1013.3,789.0,23,24140.0,1.97,7.3,10.0,79,77,23.1,22.6
2024-08-24T18:00,23.2,46,3.0,0.0,0.0,1013.7,788.4,3,24140.0,1.54,6.7,8.7,144,138,22.1,21.6
2024-08-24T19:00,21.6,60,0.0,0.0,0.0,1015.4,788.7,93,24140.0,1.04,3.5,6.5,66,71,21.1,20.6
2024-08-24T20:00,18.9,77,18.0,4.7,0.0,1017.7,788.7,100,24140.0,0.5,9.4,15.5,356,360,18.1,17.7
2024-08-24T21:00,17.8,75,40.0,2.9,0.0,1019.6,789.5,100,24140.0,0.51,8.4,15.7,313,323,17.4,17.0
2024-08-24T22:00,17.3,76,35.0,0.0,0.0,1020.7,790.0,74,23520.0,0.48,6.9,14.6,313,320,17.0,16.5
2024-08-24T23:00,16.7,79,30.0,0.1,0.0,1021.3,790.0,66,24140.0,0.4,4.6,9.4,321,328,16.2,15.8
2024-08-25T00:00,17.1,76,23.0,0.0,0.0,1020.8,789.9,70,24140.0,0.47,1.1,3.2,270,333,16.7,16.2
2024-08-25T01:00,16.8,76,13.0,0.0,0.0,1020.8,789.7,67,24140.0,0.46,1.8,4.0,360,355,16.3,15.9
2024-08-25T02:00,16.3,80,0.0,0.0,0.0,1020.5,789.1,68,24140.0,0.37,2.5,5.4,360,360,15.8,15.3
2024-08-25T03:00,15.7,84,3.0,0.0,0.0,1020.5,788.7,71,24140.0,0.29,4.0,7.2,360,3,15.1,14.7
2024-08-25T04:00,15.3,86,0.0,0.0,0.0,1020.7,788.6,77,24140.0,0.24,2.9,5.0,360,360,14.6,14.1
2024-08-25T05:00,15.0,87,0.0,0.0,0.0,1021.0,788.6,64,24140.0,0.22,1.8,3.4,323,342,14.3,13.9
2024-08-25T06:00,15.1,89,0.0,0.0,0.0,1021.3,788.9,67,24140.0,0.19,1.5,2.6,284,304,14.5,14.1
2024-08-25T07:00,15.0,90,0.0,0.0,0.0,1021.4,788.9,68,24140.0,0.17,2.2,3.5,279,294,14.3,13.9
2024-08-25T08:00,15.7,85,0.0,0.0,0.0,1022.4,790.2,55,24140.0,0.27,1.9,1.9,338,338,14.6,14.1
2024-08-25T09:00,16.9,78,0.0,0.0,0.0,1021.8,790.5,62,24140.0,0.43,3.1,3.4,36,32,15.4,14.9
